275,275,34982
274,274,34981
273,273,34980
272,272,34979
271,275,34978
271,274,34977
271,273,34976
271,271,34974
271,272,34975
270,275,34973
270,274,34972
270,273,34971
270,270,34969
270,272,34970
269,275,34968
269,274,34967
269,273,34966
269,269,34964
269,272,34965
268,274,34962
268,273,34961
268,275,34963
268,268,34959
268,272,34960
267,275,34958
267,274,34957
267,273,34956
267,268,34951
267,267,34950
267,269,34952
267,270,34953
267,271,34954
267,272,34955
266,275,34949
266,274,34948
266,273,34947
266,268,34942
266,266,34941
266,269,34943
266,270,34944
266,271,34945
266,272,34946
265,275,34940
265,274,34939
265,273,34938
265,268,34933
265,265,34932
265,272,34937
265,269,34934
265,270,34935
265,271,34936
264,275,34931
264,274,34930
264,273,34929
264,268,34924
264,264,34923
264,271,34927
264,269,34925
264,270,34926
264,272,34928
263,275,34922
263,274,34921
263,273,34920
263,272,34919
263,271,34918
263,270,34917
263,269,34916
263,264,34911
263,263,34910
263,265,34912
263,266,34913
263,267,34914
263,268,34915
262,275,34909
262,274,34908
262,273,34907
262,272,34906
262,271,34905
262,270,34904
262,269,34903
262,264,34898
262,262,34897
262,265,34899
262,266,34900
262,267,34901
262,268,34902
261,275,34896
261,274,34895
261,273,34894
261,272,34893
261,271,34892
261,270,34891
261,269,34890
261,264,34885
261,261,34884
261,268,34889
261,265,34886
261,266,34887
261,267,34888
260,275,34883
260,274,34882
260,273,34881
260,272,34880
260,271,34879
260,270,34878
260,269,34877
260,264,34872
260,260,34871
260,267,34875
260,265,34873
260,266,34874
260,268,34876
259,275,34870
259,274,34869
259,273,34868
259,272,34867
259,271,34866
259,270,34865
259,269,34864
259,268,34863
259,267,34862
259,266,34861
259,260,34856
259,259,34855
259,261,34857
259,262,34858
259,263,34859
259,264,34860
258,275,34854
258,264,34843
258,263,34842
258,262,34841
258,261,34840
258,258,34838
258,260,34839
258,265,34844
258,266,34845
258,267,34846
258,268,34847
258,269,34848
258,270,34849
258,271,34850
258,272,34851
258,273,34852
258,274,34853
257,275,34837
257,263,34825
257,262,34824
257,261,34823
257,264,34826
257,257,34821
257,274,34836
257,260,34822
257,265,34827
257,266,34828
257,267,34829
257,268,34830
257,269,34831
257,270,34832
257,271,34833
257,272,34834
257,273,34835
256,275,34820
256,274,34819
256,272,34817
256,271,34816
256,270,34815
256,269,34814
256,268,34813
256,267,34812
256,266,34811
256,260,34806
256,273,34818
256,256,34805
256,263,34809
256,261,34807
256,262,34808
256,264,34810
255,275,34804
255,274,34803
255,273,34802
255,272,34801
255,271,34800
255,260,34789
255,259,34788
255,258,34787
255,257,34786
255,255,34784
255,256,34785
255,261,34790
255,262,34791
255,263,34792
255,264,34793
255,265,34794
255,266,34795
255,267,34796
255,268,34797
255,269,34798
255,270,34799
254,275,34783
254,274,34782
254,273,34781
254,272,34780
254,271,34779
254,260,34768
254,259,34767
254,258,34766
254,257,34765
254,254,34763
254,256,34764
254,261,34769
254,262,34770
254,263,34771
254,264,34772
254,265,34773
254,266,34774
254,267,34775
254,268,34776
254,269,34777
254,270,34778
253,275,34762
253,274,34761
253,273,34760
253,272,34759
253,271,34758
253,259,34746
253,258,34745
253,257,34744
253,260,34747
253,253,34742
253,270,34757
253,256,34743
253,261,34748
253,262,34749
253,263,34750
253,264,34751
253,265,34752
253,266,34753
253,267,34754
253,268,34755
253,269,34756
252,275,34741
252,274,34740
252,273,34739
252,272,34738
252,271,34737
252,260,34726
252,258,34724
252,257,34723
252,259,34725
252,252,34721
252,269,34735
252,256,34722
252,261,34727
252,262,34728
252,263,34729
252,264,34730
252,265,34731
252,266,34732
252,267,34733
252,268,34734
252,270,34736
251,274,34720
251,273,34719
251,272,34718
251,271,34717
251,270,34716
251,256,34705
251,255,34704
251,254,34703
251,253,34702
251,251,34700
251,268,34714
251,252,34701
251,269,34715
251,257,34706
251,258,34707
251,259,34708
251,260,34709
251,263,34710
251,264,34711
251,266,34712
251,267,34713
250,275,34699
250,274,34698
250,273,34697
250,272,34696
250,271,34695
250,270,34694
250,269,34693
250,268,34692
250,267,34691
250,256,34680
250,255,34679
250,254,34678
250,253,34677
